,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,max_torque_rpm
1441,Maruti Swift Ldi BSIV,2010,320000,130000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5,190.0,2000.0
1442,Skoda Yeti Ambition 4WD,2011,600000,202000,Diesel,Individual,Manual,First Owner,17.67,1968,138.08,5,320.0,1750.0
1443,Maruti Ciaz S 1.3,2018,1000000,40000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,200.0,1750.0
1444,Maruti Zen LX,2000,110000,70000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5,78.0,4500.0
1445,Honda City 2017-2020 GXi,2008,250000,120000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,5,124.54445499999999,2700.0
1446,Maruti Swift Dzire VDI,2015,600000,60000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,190.0,2000.0
1447,Maruti Alto LXi,2006,120000,120000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5,62.0,3000.0
1448,Maruti 800 Std MPFi,2003,65000,90000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,4,59.0,2500.0
1449,Maruti Alto LX,2006,150000,100000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0
1450,Hyundai Accent VIVA CRDi,2004,170000,160000,Diesel,Individual,Manual,Third Owner,13.1,1493,82.0,5,187.0,2500.0
1451,Hyundai Accent CRDi,2005,100000,100000,Diesel,Individual,Manual,Third Owner,13.1,1493,82.0,5,187.0,2500.0
1452,Maruti Ertiga VDI,2013,599000,60000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,200.0,1750.0
1453,Chevrolet Cruze LTZ,2010,250000,135000,Diesel,Individual,Manual,Third Owner,18.3,1991,147.9,5,327.0,2600.0
1454,Maruti Swift VXI Optional,2016,570000,90000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,113.0,4200.0
1455,Volkswagen Polo Diesel Highline 1.2L,2013,440000,75000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,5,180.0,2000.0
1456,Toyota Innova 2.5 E Diesel MS 7-seater,2005,300000,185000,Diesel,Individual,Manual,Second Owner,11.4,2494,100.6,7,200.0,1400.0
1457,Nissan Micra XV CVT,2015,300000,71717,Petrol,Individual,Automatic,Second Owner,19.34,1198,76.0,5,104.0,4400.0
1458,Mahindra Scorpio VLX 2WD ABS AT BSIII,2011,500000,150000,Diesel,Individual,Automatic,Second Owner,11.79,2179,120.0,8,290.0,1800.0
1459,Maruti Swift Dzire VDI,2016,660000,55000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,190.0,2000.0
1460,Ford Fiesta Classic 1.6 Duratec LXI,2012,256000,90000,Petrol,Individual,Manual,Second Owner,15.3,1596,99.6,5,146.0,3400.0
1461,Renault KWID 1.0 RXT Optional,2018,409999,35000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,91.0,4250.0
1462,Toyota Fortuner 4x4 MT,2015,1888000,120000,Diesel,Individual,Manual,Second Owner,12.55,2982,168.5,7,343.0,1400.0
1463,Hyundai Santro Xing GLS LPG,2011,250000,100000,LPG,Individual,Manual,Second Owner,13.45,1086,62.1,5,96.1,3000.0
1464,Honda Civic 1.8 V AT,2009,280000,40000,Petrol,Individual,Automatic,Third Owner,12.9,1799,130.0,5,172.0,4300.0
1465,Mahindra Xylo D2,2010,300000,100000,Diesel,Individual,Manual,First Owner,13.0,2489,95.0,8,220.0,1400.0
1466,Tata Safari Storme LX,2016,900000,120000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,5,320.0,1500.0
1467,Maruti Zen Estilo VXI BSIV,2014,190000,60000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,5,90.0,3500.0
1468,Mahindra Bolero Power Plus Plus AC BSIV PS,2019,800000,2000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9,180.0,1440.0
1469,Mahindra Scorpio EX,2012,450000,100000,Diesel,Individual,Manual,First Owner,14.0,2523,75.0,8,200.0,1400.0
1470,Mahindra Xylo D2 BS III,2015,400000,110000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,7,218.0,1400.0
1471,Tata Indigo CR4,2011,200000,84321,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5,140.0,1800.0
1472,Mahindra XUV500 W8 AWD,2013,600000,177000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,330.0,1600.0
1473,Tata Indica Vista Aqua 1.3 Quadrajet,2010,175000,60000,Diesel,Individual,Manual,First Owner,18.0,1248,75.0,5,190.0,1750.0
1474,Tata Indigo CS LE (TDI) BS-III,2008,99000,205000,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0,5,135.0,2500.0
1475,Hyundai i10 Asta,2008,215000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,111.8,4000.0
1476,Maruti Omni E 8 Str STD,2011,190000,70000,Petrol,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
1477,Renault Duster 110PS Diesel RxL,2013,520000,126000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5,248.0,2250.0
1478,Ford Endeavour 3.2 Titanium AT 4X4,2016,2280000,120000,Diesel,Individual,Automatic,Second Owner,10.91,3198,197.0,7,470.0,1750.0
1479,Tata Indica Vista TDI LS,2015,285000,70000,Diesel,Individual,Manual,First Owner,19.1,1405,70.0,5,135.4,2500.0
1480,Mahindra TUV 300 T4 Plus,2017,660000,82000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,1600.0
1481,Maruti 800 Std,2004,31504,110000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4,59.0,2500.0
1482,Maruti Swift Dzire VXI,2015,515000,45000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,5,115.0,4000.0
1483,Nissan Sunny Diesel XL,2012,295000,70000,Diesel,Individual,Manual,Second Owner,21.64,1461,84.8,5,200.0,2000.0
1484,Nissan Terrano XL 85 PS,2015,700000,80000,Diesel,Individual,Manual,Second Owner,20.45,1461,83.8,5,200.0,1900.0
1485,Mahindra Scorpio Intelli Hybrid S6 Plus,2017,1100000,45000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7,280.0,1800.0
1486,Hyundai EON 1.0 Era Plus,2017,300000,60000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5,94.14,3500.0
1487,Maruti Swift VXI,2013,450000,41800,Petrol,Individual,Manual,First Owner,18.6,1197,85.8,5,114.0,4000.0
1488,Maruti Estilo LXI,2010,135000,132000,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
1489,Maruti Swift Dzire VDI,2017,700000,50000,Diesel,Individual,Manual,Second Owner,28.4,1248,74.02,5,190.0,2000.0
1490,Ford Figo Diesel ZXI,2012,250000,40000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,160.0,2000.0
1491,Maruti Wagon R LXI Minor,2009,140000,96000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5,84.0,3500.0
1492,Mahindra Xylo D4 BSIII,2012,250000,117000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,8,260.0,1800.0
1493,Hyundai i10 Era,2011,210000,110000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,99.04,4500.0
1494,Honda Amaze S i-Dtech,2014,420000,100000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5,200.0,1750.0
1495,Maruti Alto LXi,2007,130000,88700,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,62.0,3000.0
1496,Nissan Sunny XL,2012,320000,70000,Petrol,Individual,Manual,Second Owner,16.95,1498,97.7,5,134.0,4000.0
1497,Maruti Wagon R LX BSIII,2010,200000,110000,Petrol,Individual,Manual,Second Owner,17.3,1061,64.0,5,84.33718999999999,3500.0
1498,Maruti Alto 800 LXI,2016,310000,15000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0
1499,Mahindra Verito 1.5 D4 BSIII,2012,200000,80000,Diesel,Individual,Manual,Second Owner,20.8,1461,65.0,5,160.0,2000.0
1500,Maruti Ritz VXi,2014,350000,50000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5,114.0,4000.0
1501,Hyundai EON Sportz,2018,444000,15000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,74.5,4000.0
1502,Datsun RediGO T,2017,300000,25000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5,72.0,4386.0
1503,Mahindra Verito 1.5 D4 BSIII,2011,225000,57000,Diesel,Individual,Manual,Second Owner,21.0,1461,64.1,5,160.0,2000.0
1504,Mahindra Bolero 2011-2019 ZLX,2012,600000,75000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,195.0,1400.0
1505,Maruti Eeco 5 Seater AC BSIV,2013,260000,26000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5,101.0,3000.0
1506,Hyundai Xcent 1.1 CRDi S Option,2015,375000,160000,Diesel,Individual,Manual,First Owner,24.4,1120,71.01,5,180.4,1750.0
1507,Maruti Alto LXi BSIII,2010,150000,120000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0
1508,Maruti Alto LXi,2014,110000,50000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0
1509,Maruti Alto LX,2012,225000,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0
1510,Toyota Etios GD,2011,400000,90000,Diesel,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
1511,Maruti Esteem Vxi - BSII,2005,93000,120000,Petrol,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
1512,Honda City i VTEC V,2017,860000,28000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5,145.0,4600.0
1513,Maruti Swift Dzire LDI,2018,650000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0
1514,Hyundai Verna 1.4 CRDi,2016,710000,40000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,5,219.7,1750.0
1515,Ford Figo 1.5D Base MT,2017,430000,113000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,215.0,1750.0
1516,Maruti Swift Vdi BSIII,2011,305000,188000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5,190.0,2000.0
1517,Ford Figo Diesel Titanium,2011,220000,100000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,160.0,2000.0
1518,Mahindra TUV 300 mHAWK100 T8,2017,660000,67000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,7,240.0,1600.0
1519,Chevrolet Beat Diesel LT Option,2011,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,25.44,936,57.6,5,150.0,1750.0
1520,Toyota Corolla Altis JS MT,2015,1100000,50000,Petrol,Individual,Manual,First Owner,14.28,1798,138.03,5,173.0,4000.0
1521,Jaguar XF 2.2 Litre Luxury,2013,2450000,60000,Diesel,Individual,Automatic,First Owner,16.36,2179,187.7,5,450.0,2000.0
1522,Volkswagen Ameo 1.5 TDI Comfortline AT,2017,625000,34000,Diesel,Individual,Automatic,First Owner,22.0,1498,108.495,5,250.0,1500.0
1523,Honda City 1.5 GXI,2004,198000,110000,Petrol,Individual,Manual,Third Owner,12.8,1493,100.0,5,128.46711499999998,4600.0
1524,Hyundai Santro GS zipPlus,2001,60000,71000,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
1525,Honda City Corporate Edition,2012,540000,100000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5,146.0,4800.0
1526,Hyundai Grand i10 1.2 Kappa Sportz AT,2017,550000,10000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5,113.75,4000.0
1527,Maruti Celerio ZXI Optional,2018,475000,30000,Petrol,Individual,Manual,First Owner,21.63,998,67.04,5,90.0,3500.0
1528,Audi Q3 2.0 TDI Quattro Premium Plus,2017,2825000,22000,Diesel,Dealer,Automatic,First Owner,15.73,1968,174.33,5,380.0,1750.0
1529,Honda Civic ZX Diesel BSIV,2020,2125000,5500,Diesel,Dealer,Manual,First Owner,26.8,1597,118.0,5,300.0,2000.0
1530,BMW X1 sDrive20d M Sport,2018,3350000,18000,Diesel,Dealer,Automatic,First Owner,19.62,1998,190.0,5,400.0,1750.0
1531,Toyota Innova Crysta 2.8 GX AT 8S BSIV,2018,1800000,20000,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,8,360.0,1200.0
1532,Hyundai Santro Asta BSIV,2018,540000,7000,Petrol,Dealer,Manual,First Owner,20.3,1086,68.0,5,99.0,4500.0
1533,Force Gurkha Hard Top BS3 4WD,2018,910000,20000,Diesel,Dealer,Manual,First Owner,17.0,2596,80.8,5,230.0,1800.0
1534,Maruti Celerio VXI,2019,484999,4875,Petrol,Dealer,Manual,First Owner,21.63,998,67.04,5,90.0,3500.0
1535,Hyundai Creta 1.6 CRDi AT SX Plus,2020,1950000,2700,Diesel,Dealer,Automatic,First Owner,17.01,1582,126.2,5,259.9,1900.0
1536,Ford Figo 1.5D Titanium MT,2015,365000,105000,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0,5,215.0,1750.0
1537,Mahindra Thar CRDe ABS,2018,900000,26235,Diesel,Dealer,Manual,First Owner,16.55,2498,105.0,6,247.0,1800.0
1538,Tata Nexon 1.5 Revotorq XZ Plus,2017,919999,26766,Diesel,Dealer,Manual,First Owner,21.5,1497,108.5,5,260.0,1500.0
1539,MG Hector Sharp DCT Dualtone,2020,1900000,1600,Petrol,Dealer,Automatic,First Owner,13.96,1451,141.0,5,250.0,1600.0
1540,Mercedes-Benz New C-Class C 220 CDI Elegance MT,2018,2950000,46000,Diesel,Dealer,Manual,First Owner,15.8,2148,170.0,5,411.8793,2000.0
1541,Mahindra Marazzo M2 BSIV,2019,1075000,23000,Diesel,Dealer,Manual,First Owner,17.3,1497,121.0,7,300.0,1750.0
1542,Maruti Swift VXI Optional,2017,600000,24522,Petrol,Dealer,Manual,First Owner,20.4,1197,81.8,5,113.0,4200.0
1543,BMW 3 Series 320d,2017,3200000,13663,Diesel,Dealer,Automatic,First Owner,22.69,1995,190.0,5,400.0,1750.0
1544,Skoda Octavia Style Plus 2.0 TDI AT,2019,2600000,11000,Diesel,Dealer,Automatic,First Owner,19.3,1968,141.0,5,320.0,1750.0
1545,Maruti Vitara Brezza ZDi Plus,2016,839000,63000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0
1546,Volkswagen Polo 1.2 MPI Comfortline,2019,635000,2000,Petrol,Dealer,Manual,First Owner,16.2,1199,74.0,5,110.0,3000.0
1547,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,550000,300000,Diesel,Individual,Manual,Third Owner,12.05,2179,120.0,8,290.0,1800.0
1548,Mahindra Logan Diesel 1.5 DLE,2011,180000,190000,Diesel,Individual,Manual,Third Owner,19.2,1461,65.0,5,156.9064,2000.0
1549,Honda City i DTEC E,2015,650000,80000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5,200.0,1750.0
1550,Maruti Alto K10 LXI,2015,265000,54000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,90.0,3500.0
1551,Maruti Eeco 7 Seater Standard BSIV,2019,395000,5000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,7,101.0,3000.0
1552,Mahindra TUV 300 T8,2015,700000,58945,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,1600.0
1553,Ford Figo Diesel Titanium,2012,300000,90000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,160.0,2000.0
1554,Maruti Ertiga VDI,2013,625000,160000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7,200.0,1750.0
1555,Volkswagen Polo GT TDI,2014,425000,80000,Diesel,Individual,Manual,Second Owner,15.11,1598,103.6,5,250.0,1500.0
1556,Maruti 800 AC BSII,2004,55000,50000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4,59.0,2500.0
1557,Mahindra Bolero 2011-2019 Plus AC,2015,459999,156975,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,9,195.0,1440.0
1558,Toyota Corolla Altis 1.4 DGL,2017,1594000,5000,Diesel,Individual,Manual,First Owner,21.43,1364,86.79,5,205.0,1800.0
1559,Chevrolet Sail 1.2 LS ABS,2014,300000,50000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,108.5,5000.0
1560,Mahindra Scorpio LX,2013,484999,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9,290.0,1800.0
1561,Mahindra Xylo E8,2009,161000,120000,Diesel,Individual,Manual,Third Owner,14.0,2498,112.0,8,260.0,1800.0
1562,Hyundai i20 Active 1.2 S,2015,500000,58000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,114.73,4000.0
1563,Nissan Sunny XV,2012,350000,50000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,5,134.0,4000.0
1564,Maruti Ignis 1.2 AMT Alpha BSIV,2017,550000,40000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,5,113.0,4200.0
1565,Honda WR-V i-VTEC VX,2018,850000,7800,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5,110.0,4800.0
1566,Maruti Alto 800 LXI,2016,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0
1567,Ford Endeavour 2.5L 4X2 MT,2011,950000,68000,Diesel,Individual,Manual,First Owner,13.1,2499,141.0,7,330.0,1800.0
1568,Maruti Ertiga VXI,2015,423000,60000,Petrol,Individual,Manual,Second Owner,16.02,1373,93.7,7,130.0,4000.0
1569,Tata Indigo GLS,2005,90000,74000,Petrol,Individual,Manual,Second Owner,12.8,1396,85.0,5,117.6798,3500.0
1570,Tata New Safari DICOR 2.2 VX 4x2 BS IV,2011,350000,58000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.1,7,320.0,1700.0
1571,Maruti A-Star Vxi,2011,170000,70000,Petrol,Individual,Manual,Third Owner,19.0,998,66.1,5,90.0,3500.0
1572,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,450000,70000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,112.0,4000.0
1573,Hyundai Santro LP zipPlus,2002,75000,80000,Petrol,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
1574,Hyundai i20 Sportz 1.4 CRDi,2016,511000,80000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,219.7,1500.0
1575,Tata Indica V2 eLS,2018,250000,110000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5,140.0,1800.0
1576,Maruti Celerio ZXI,2020,420000,25000,Petrol,Individual,Manual,First Owner,21.63,998,67.04,5,90.0,3500.0
1577,Maruti Alto 800 LXI,2014,180000,55000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0
1578,Maruti Celerio ZDi,2015,400000,25000,Diesel,Individual,Manual,First Owner,27.62,793,47.0,5,125.0,2000.0
1579,Ford Figo 1.5D Titanium MT,2016,500000,143200,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,215.0,1750.0
1580,Jeep Compass 2.0 Longitude Option BSIV,2017,1689999,60000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5,350.0,1750.0
1581,Nissan Micra Diesel XV Premium,2012,204999,120000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,160.0,2000.0
1582,Maruti Ciaz VDi Plus,2014,459999,145000,Diesel,Individual,Manual,Second Owner,26.21,1248,88.5,5,200.0,1750.0
1583,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019,585000,8000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,113.75,4000.0
1584,Ford Endeavour 2.5L 4X2 MT,2012,551000,170000,Diesel,Individual,Manual,First Owner,13.1,2499,141.0,7,330.0,1800.0
1585,Maruti Swift Dzire LDI,2013,525000,100000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0
1586,Maruti Omni 8 Seater BSIV,2012,160000,62000,Petrol,Individual,Manual,First Owner,14.0,796,35.0,5,59.820564999999995,3000.0
1587,Mahindra XUV500 W8 AWD,2014,825000,110000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,330.0,1600.0
1588,Hyundai Santro Xing GL CNG,2007,127000,137000,CNG,Individual,Manual,First Owner,19.369999999999997,1248,81.86,5,160.0,2000.0
1589,Chevrolet Tavera Neo 3 LS 9 Str BSIII,2015,600000,80000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,9,171.0,1800.0
1590,Maruti Zen Base,2002,65000,80000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5,78.0,4500.0
1591,Maruti Swift Dzire VDI,2013,550000,100000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0
1592,Mahindra Bolero 2011-2019 Plus - AC BSIII,2015,650000,120000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9,180.0,1440.0
1593,Maruti Swift Dzire VDI,2019,750000,24000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,190.0,2000.0
1594,Mahindra KUV 100 mFALCON D75 K8,2017,380000,80000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,190.0,1750.0
1595,Hyundai Verna 1.6 SX CRDi (O),2012,400000,138000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,259.8,1900.0
1596,Maruti Wagon R LXI,2003,50000,147000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5,90.0,3500.0
1597,Mahindra TUV 300 mHAWK100 T8 Dual Tone,2017,750000,60000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,1600.0
1598,Chevrolet Spark 1.0 LS,2011,150000,80000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5,90.3,4200.0
1599,Tata Manza Club Class Quadrajet90 VX,2013,260000,189000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5,200.0,1750.0
1600,Volkswagen Vento 1.5 TDI Highline AT,2014,411000,90000,Diesel,Individual,Automatic,Second Owner,21.21,1498,103.2,5,250.0,1500.0
1601,Hyundai i20 Sportz 1.4 CRDi,2014,450000,56000,Diesel,Individual,Manual,First Owner,21.9,1396,88.76,5,219.6,1750.0
1602,BMW 3 Series 320d Luxury Line,2012,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995,184.0,5,380.0,1750.0
1603,Maruti Celerio VXI,2016,351000,60000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,90.0,3500.0
1604,Mahindra XUV500 W8 4WD,2012,550000,130000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,330.0,1600.0
1605,BMW 3 Series 320d Luxury Plus,2013,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995,184.0,5,380.0,1750.0
1606,Nissan Terrano XL 85 PS,2015,800000,35000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,200.0,1900.0
1607,Tata New Safari DICOR 2.2 EX 4x2,2011,350000,156000,Diesel,Individual,Manual,First Owner,11.57,2179,138.1,7,320.0,1700.0
1608,Maruti Alto 800 LX,2013,200000,90000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0
1609,Tata Indigo LS,2008,150000,60000,Diesel,Individual,Manual,Third Owner,17.0,1405,70.0,5,132.389775,2500.0
1610,Nissan Terrano XL 110 PS,2016,800000,36000,Diesel,Individual,Manual,First Owner,19.01,1461,108.5,5,248.0,2250.0
1611,Tata New Safari DICOR 2.2 VX 4x2,2011,350000,160000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,7,320.0,1700.0
1612,Mahindra Scorpio 2.6 Turbo 9 Str,2006,250000,185000,Diesel,Individual,Manual,First Owner,12.7,2609,116.6,9,277.528195,1700.0
1613,Tata Indica Vista Terra 1.4 TDI,2010,170000,110000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,5,135.0,2500.0
1614,Renault KWID RXT Optional,2018,395000,10800,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0
1615,Maruti Ignis 1.2 Delta BSIV,2019,500000,15000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5,113.0,4200.0
1616,Tata Sumo EX 10/7 Str BSIII,2012,200000,67500,Diesel,Individual,Manual,First Owner,12.2,1948,68.0,10,1127.7647499999998,2500.0
1617,Tata Hexa XM,2017,1200000,30000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,400.0,1750.0
1618,Mahindra KUV 100 mFALCON D75 K8,2016,400000,50000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,190.0,1750.0
1619,Mahindra TUV 300 T8,2016,650000,100000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,240.0,1600.0
1620,Mahindra Bolero 2011-2019 DI - AC BS III,2016,550000,150000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9,180.0,1440.0
1621,Maruti Alto 800 LXI,2012,254999,30000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0
1622,Maruti Alto LXi,2011,180000,60000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,62.0,3000.0
